"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription","dataValue 1","dataValue 2","dataValue 3"
12597,"trRegulationOnTraffic","Existing regulations",,,45,"BGR","Bulgaria","Yes",2018,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,45,"BGR","Bulgaria","Yes",2019,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,45,"BGR","Bulgaria","Yes",2020,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,45,"BGR","Bulgaria","Yes",2021,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,45,"BGR","Bulgaria","Yes",2022,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,46,"CAF","Central African Rep.","No",2012,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,46,"CAF","Central African Rep.","No",2013,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,47,"CAN","Canada","Yes",2012,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,47,"CAN","Canada","Yes",2013,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,47,"CAN","Canada","Yes",2014,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,47,"CAN","Canada","Yes",2015,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,47,"CAN","Canada","Yes",2016,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,47,"CAN","Canada","Yes",2017,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,47,"CAN","Canada","Yes",2018,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,47,"CAN","Canada","Yes",2019,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,47,"CAN","Canada","Yes",2020,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,47,"CAN","Canada","Yes",2021,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,47,"CAN","Canada","Yes",2022,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,47,"CAN","Canada","Yes",2024,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,48,"KHM","Cambodia","Yes",2013,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,48,"KHM","Cambodia","No",2014,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,48,"KHM","Cambodia","No",2015,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,48,"KHM","Cambodia","No",2017,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,48,"KHM","Cambodia","No",2018,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,48,"KHM","Cambodia","No",2019,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,48,"KHM","Cambodia","No",2020,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,48,"KHM","Cambodia","No",2021,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,48,"KHM","Cambodia","No",2022,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,49,"CHL","Chile","Yes",2013,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,49,"CHL","Chile","Yes",2014,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,49,"CHL","Chile","Yes",2015,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,49,"CHL","Chile","Yes",2018,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,49,"CHL","Chile","Yes",2019,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,49,"CHL","Chile","Yes",2020,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,49,"CHL","Chile","Yes",2021,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,49,"CHL","Chile","Yes",2022,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,49,"CHL","Chile","Yes",2024,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,50,"CHN","China","No",2018,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,53,"COL","Colombia","Yes",2012,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,53,"COL","Colombia","Yes",2013,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,53,"COL","Colombia","Yes",2018,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,53,"COL","Colombia","Yes",2019,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,53,"COL","Colombia","Yes",2020,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,53,"COL","Colombia","Yes",2021,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,53,"COL","Colombia","Yes",2022,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,53,"COL","Colombia","Yes",2024,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,54,"LKA","Sri Lanka","No",2019,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,54,"LKA","Sri Lanka","No",2020,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,54,"LKA","Sri Lanka","No",2021,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,54,"LKA","Sri Lanka","No",2022,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,54,"LKA","Sri Lanka","No",2024,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,55,"CMR","Cameroon","No",2015,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,55,"CMR","Cameroon","No",2019,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,55,"CMR","Cameroon","Yes",2020,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,55,"CMR","Cameroon","Yes",2021,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,57,"COG","Congo (Rep. of the)","No",2012,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,57,"COG","Congo (Rep. of the)","Yes",2013,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,57,"COG","Congo (Rep. of the)","Yes",2017,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,57,"COG","Congo (Rep. of the)","Yes",2018,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,57,"COG","Congo (Rep. of the)","Yes",2019,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,57,"COG","Congo (Rep. of the)","Yes",2020,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,57,"COG","Congo (Rep. of the)","Yes",2021,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,57,"COG","Congo (Rep. of the)","Yes",2022,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,57,"COG","Congo (Rep. of the)","Yes",2024,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,58,"COM","Comoros","No",2014,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,58,"COM","Comoros","Yes",2016,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,58,"COM","Comoros","Yes",2018,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,58,"COM","Comoros","Yes",2019,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,58,"COM","Comoros","Yes",2020,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,58,"COM","Comoros","Yes",2021,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,59,"CPV","Cabo Verde","No",2013,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,62,"CRI","Costa Rica","No",2012,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,62,"CRI","Costa Rica","No",2014,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,62,"CRI","Costa Rica","No",2015,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,62,"CRI","Costa Rica","No",2016,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,62,"CRI","Costa Rica","No",2017,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,62,"CRI","Costa Rica","No",2018,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,62,"CRI","Costa Rica","Yes",2019,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,62,"CRI","Costa Rica","Yes",2020,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,62,"CRI","Costa Rica","Yes",2021,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,62,"CRI","Costa Rica","Yes",2022,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,62,"CRI","Costa Rica","No",2024,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,63,"CUB","Cuba","No",2012,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,63,"CUB","Cuba","No",2018,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,63,"CUB","Cuba","No",2019,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,63,"CUB","Cuba","No",2020,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,63,"CUB","Cuba","No",2021,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,63,"CUB","Cuba","No",2022,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,64,"VAT","Vatican","No",2014,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,66,"CYP","Cyprus","No",2012,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,66,"CYP","Cyprus","No",2013,"","","",,,
12597,"trRegulationOnTraffic","Existing regulations",,,66,"CYP","Cyprus","No",2014,"","","",,,
