"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription","dataValue 1","dataValue 2","dataValue 3","dataValue 4","dataValue 5"
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,251,"VUT","Vanuatu","Permanent, will remain in place after the pandemic",2022,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,276,"GEO","Georgia","Permanent, will remain in place after the pandemic",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,283,"MKD","North Macedonia","Temporary (short-term), for the duration of the pandemic",2022,"","","",,,,,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,7,"ZAF","South Africa","Not required",2024,"","","",,,,,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,10,"ALB","Albania","Not required",2024,"","","",,,,,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,11,"DZA","Algeria",,2022,"","","","Required by law","Please provide online references",,,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,17,"ARM","Armenia",,2022,"","","","Required by law","Informal collaboration",,,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,18,"SAU","Saudi Arabia","Joint committee or initiative",2022,"","","",,,,,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,18,"SAU","Saudi Arabia","Joint committee or initiative",2024,"","","",,,,,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,24,"AUT","Austria","Not required",2022,"","","",,,,,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,27,"BRA","Brazil","Not required",2022,"","","",,,,,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,27,"BRA","Brazil","Joint committee or initiative",2024,"","","",,,,,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,28,"BHS","Bahamas",,2024,"","","","Not required","Required by law",,,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,30,"BEL","Belgium",,2024,"","","","Not required","Required by law",,,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,33,"BFA","Burkina Faso","Not required",2022,"","","",,,,,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,37,"BLR","Belarus",,2022,"","","","Required by law","Informal collaboration",,,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,40,"BWA","Botswana","Informal collaboration",2024,"","","",,,,,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,42,"MMR","Myanmar","Informal collaboration",2022,"","","",,,,,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,49,"CHL","Chile",,2024,"","","","Joint committee or initiative","Required by law","Not required",,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,50,"CHN","China","Joint committee or initiative",2024,"","","",,,,,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,53,"COL","Colombia",,2022,"","","","Please provide online references","Required by law",,,
34527,"trCollaborationMinistries_Health","Collaboration between the ICT ministry and Ministry of health",,,53,"COL","Colombia",,2024,"","","","Joint committee or initiative","Not required",,,
